year,rank,team,total,leg,name,grade,split,cumulative,source_drive_id
2015,4,岱明,43:36,2,田上真愛,2,6:51,17:32,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,4,岱明,43:36,3,下田紗知,3,7:10,24:42,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,4,岱明,43:36,4,宮内果歩,3,7:36,32:18,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2015,4,岱明,43:36,5,三村奈々,1,11:18,43:36,17gakFQA2vfltUyFgLkmy0FrWC8NnKdYv
2013,1,玉名,41:03,1,森澤耶乃,3,10:09,10:09,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,1,玉名,41:03,2,碩結里,3,6:26,16:35,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,1,玉名,41:03,3,塩山莉央,3,6:53,23:28,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,1,玉名,41:03,4,川本和,3,7:09,30:37,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,1,玉名,41:03,5,上戸真鈴,3,10:26,41:03,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,1,東美瑠希,3,10:41,10:41,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,2,吉本絵理,3,6:47,17:28,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,3,吉岡愛馨,2,6:41,24:09,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,4,伊木田優衣,3,7:42,31:51,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,2,荒尾海陽,42:42,5,西川二千花,2,10:51,42:42,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,1,嶋永有紗,3,10:33,10:33,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,2,原有紀,3,6:38,17:11,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,3,武田彩花,2,6:53,24:04,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,4,松本佑夏,2,7:33,31:37,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,3,南関,42:51,5,嶋村里穂,2,11:14,42:51,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,1,関琴美,2,10:40,10:40,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,2,杉山恵菜,2,6:47,17:27,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,3,中村真央,3,7:12,24:39,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,4,栗原美瑞希,3,7:25,32:04,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2013,4,荒尾三,42:51,5,森綴美香,2,10:47,42:51,1YFXOLciLrpuMD8lvGVQ0oImq1uZLg1Ep
2012,1,玉名,41:07,1,猿渡睦月,2,10:18,10:18,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,1,玉名,41:07,2,西澤弥乃,2,6:18,16:36,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,1,玉名,41:07,3,川本和,2,6:46,23:22,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,1,玉名,41:07,4,塩山莉央,2,7:09,30:31,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,1,玉名,41:07,5,上戸真鈴,2,10:36,41:07,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,1,大濱志歩,1,10:17,10:17,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,2,前田明日香,1,6:43,17:00,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,3,中川菜月,1,7:12,24:12,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,4,鎌田愛貴,2,7:22,31:34,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,2,岱明,42:41,5,田上愛佳,3,11:07,42:41,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,1,東美瑠希,2,10:45,10:45,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,2,吉本絵理,2,6:55,17:40,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,3,吉岡愛希,2,6:51,24:31,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,4,谷本アンナ,3,7:17,31:48,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,3,荒尾海陽,42:59,5,伊木田優衣,2,11:11,42:59,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,1,嶋永有紗,2,10:21,10:21,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,2,津留有希子,3,7:13,17:34,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,3,嶋村梨那,1,6:56,24:30,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,4,武田彩花,1,7:16,31:46,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
2012,4,南関,43:24,5,原有紀,2,11:38,43:24,1AONIAmzyv-oVZ8RI1x4gIOtBkQVNgEts
